Device,Trip,StartTime,Endtime,UTCTime,TripStart,TodTripStart
"2,147",126,"47,550","151,600","1,540,337,112,572","43,396.98","43,396.81"
"2,147",127,"94,250","194,750","1,540,383,889,791","43,397.52","43,397.35"
"2,147",128,"45,750","149,400","1,540,431,112,240","43,398.06","43,397.90"
"2,147",131,"147,400","277,850","1,540,473,061,154","43,398.55","43,398.38"
"2,147",132,"42,500","149,550","1,540,503,333,227","43,398.90","43,398.73"
"2,147",149,"42,800","143,050","1,540,902,724,223","43,403.52","43,403.36"
"2,147",150,"26,250","133,550","1,540,941,405,241","43,403.97","43,403.80"
"2,147",156,"42,000","146,000","1,541,075,217,659","43,405.52","43,405.35"
"2,147",159,"29,700","136,850","1,541,114,812,568","43,405.98","43,405.81"
"2,147",163,"32,150","130,200","1,541,175,552,520","43,406.68","43,406.51"
"2,147",164,"20,750","123,550","1,541,195,434,801","43,406.91","43,406.70"
"2,147",172,"36,050","136,450","1,541,423,994,655","43,409.56","43,409.35"
"2,147",173,"23,250","134,600","1,541,462,992,398","43,410.01","43,409.80"
"2,147",174,"41,250","139,050","1,541,511,462,083","43,410.57","43,410.36"
"2,147",176,"26,100","130,000","1,541,551,938,879","43,411.04","43,410.83"
"2,147",177,"39,700","143,400","1,541,596,810,379","43,411.56","43,411.35"
"2,147",178,"58,300","157,150","1,541,630,858,788","43,411.95","43,411.74"
"2,147",181,"38,450","173,250","1,541,683,544,214","43,412.56","43,412.35"
"2,147",182,"42,400","146,250","1,541,727,858,890","43,413.07","43,412.86"
"2,147",183,"39,800","140,350","1,541,770,439,067","43,413.57","43,413.36"
"2,147",184,"48,600","158,350","1,541,801,391,806","43,413.92","43,413.72"
"2,147",191,"89,550","178,400","1,541,957,655,558","43,415.73","43,415.52"
"2,147",195,"72,750","173,650","1,542,028,405,643","43,416.55","43,416.34"
"2,147",196,"46,750","151,200","1,542,071,573,819","43,417.05","43,416.84"
"2,147",198,"46,950","160,200","1,542,114,871,549","43,417.55","43,417.34"
"2,147",199,"45,400","151,050","1,542,154,715,874","43,418.01","43,417.81"
"2,147",206,"122,500","234,550","1,542,288,216,298","43,419.56","43,419.35"
"2,147",207,"52,700","168,350","1,542,324,282,943","43,419.98","43,419.77"
"2,147",208,"44,800","145,500","1,542,372,890,831","43,420.54","43,420.33"
"2,147",209,"46,200","156,250","1,542,409,001,766","43,420.96","43,420.75"
"2,147",211,"44,250","83,500","1,542,572,840,295","43,422.85","43,422.64"
"2,147",213,"41,150","165,250","1,542,633,046,994","43,423.55","43,423.34"
"2,147",214,"46,100","151,700","1,542,672,415,489","43,424.01","43,423.80"
"2,147",215,"42,950","132,900","1,542,718,676,820","43,424.54","43,424.33"
"2,147",216,"48,500","155,750","1,542,754,903,805","43,424.96","43,424.75"
"2,147",221,"55,150","72,850","1,542,826,621,229","43,425.79","43,425.58"
"2,147",222,"21,950","76,700","1,542,829,975,388","43,425.83","43,425.62"
"2,147",223,"66,150","134,400","1,542,832,766,615","43,425.86","43,425.65"
"2,147",226,"219,650","580,650","1,542,914,105,695","43,426.80","43,426.59"
"2,147",229,"52,550","137,550","1,542,993,643,002","43,427.72","43,427.51"
"2,147",236,"45,700","136,150","1,543,011,671,760","43,427.93","43,427.72"
"2,147",237,"53,900","680,400","1,543,020,436,494","43,428.03","43,427.82"
"2,147",242,"91,400","194,700","1,543,238,433,471","43,430.56","43,430.35"
"2,147",243,"52,850","165,450","1,543,277,855,855","43,431.01","43,430.80"
"2,147",244,"41,900","153,350","1,543,324,390,828","43,431.55","43,431.34"
"2,147",246,"29,750","136,250","1,543,364,187,275","43,432.01","43,431.80"
"2,147",247,"40,250","144,800","1,543,412,045,762","43,432.57","43,432.36"
"2,147",248,"47,350","152,250","1,543,453,256,807","43,433.04","43,432.83"
"2,147",249,"93,200","200,100","1,543,497,392,811","43,433.55","43,433.35"
"2,147",250,"53,800","171,450","1,543,523,427,320","43,433.85","43,433.65"
"2,147",251,"46,150","155,500","1,543,842,346,816","43,437.55","43,437.34"
"2,147",252,"49,150","160,200","1,543,880,871,822","43,437.99","43,437.78"
"2,147",253,"39,350","142,150","1,543,930,049,811","43,438.56","43,438.35"
"2,147",260,"53,050","65,500","1,544,061,901,198","43,440.09","43,439.88"
"2,147",269,"131,350","1,175,050","1,544,186,644,363","43,441.53","43,441.32"
"2,147",271,"6,700","1,262,550","1,544,199,128,003","43,441.68","43,441.47"
"2,147",273,"87,500","186,700","1,544,446,947,795","43,444.54","43,444.34"
"2,147",274,"45,500","70,550","1,544,491,156,735","43,445.06","43,444.85"
"2,147",276,"44,900","144,750","1,544,535,030,947","43,445.56","43,445.36"
"2,147",277,"52,600","156,050","1,544,572,560,482","43,446.00","43,445.79"
"2,147",279,"42,400","144,650","1,544,620,335,300","43,446.55","43,446.34"
"2,147",280,"49,350","189,450","1,544,649,950,821","43,446.89","43,446.69"
"2,147",294,"51,900","82,650","1,545,054,359,666","43,451.57","43,451.37"
"2,147",297,"38,550","141,800","1,545,139,037,636","43,452.55","43,452.35"
"2,147",301,"44,800","153,600","1,545,183,883,304","43,453.07","43,452.86"
"2,147",302,"202,400","278,000","1,545,224,900,780","43,453.55","43,453.34"
"2,147",303,"43,800","147,150","1,545,270,397,526","43,454.07","43,453.87"
"2,147",304,"33,400","193,950","1,545,325,731,136","43,454.71","43,454.51"
"2,147",305,"20,700","137,550","1,545,348,452,481","43,454.98","43,454.77"
"2,147",306,"42,050","142,700","1,545,400,282,435","43,455.58","43,455.37"
"2,147",308,"86,600","209,050","1,545,431,244,676","43,455.94","43,455.73"
"2,147",311,"54,450","636,650","1,545,507,866,278","43,456.82","43,456.61"
"2,147",315,"37,750","644,650","1,545,598,899,922","43,457.88","43,457.67"
"2,147",324,"102,650","137,800","1,545,679,395,981","43,458.81","43,458.60"
"2,147",328,"44,900","98,300","1,545,854,062,634","43,460.83","43,460.62"
"2,147",331,"12,300","67,000","1,545,861,391,544","43,460.91","43,460.71"
"2,147",332,"109,850","129,600","1,545,863,836,892","43,460.94","43,460.73"
"2,147",334,"49,400","78,350","1,545,917,376,527","43,461.56","43,461.35"
"2,147",341,"48,100","78,850","1,546,004,817,574","43,462.57","43,462.37"
"2,147",346,"56,150","91,450","1,546,123,199,562","43,463.94","43,463.74"
"2,147",347,"39,100","61,750","1,546,143,861,560","43,464.18","43,463.98"
"2,147",348,"201,650","483,300","1,546,201,175,564","43,464.85","43,464.64"
"2,147",350,"34,050","44,700","1,546,221,924,339","43,465.09","43,464.88"
"2,147",351,"20,900","302,950","1,546,228,634,207","43,465.17","43,464.96"
"2,147",354,"49,200","71,100","1,546,275,954,893","43,465.71","43,465.50"
"2,147",356,"68,300","85,700","1,546,300,278,621","43,465.99","43,465.79"
"2,147",358,"41,700","143,800","1,546,436,342,711","43,467.57","43,467.36"
"2,147",359,"34,400","148,400","1,546,467,579,758","43,467.93","43,467.72"
"2,147",360,"39,250","136,750","1,546,522,987,771","43,468.57","43,468.36"
"2,218",8,"49,700","92,850","1,536,792,580,694","43,355.95","43,355.78"
"2,218",9,"41,150","95,300","1,536,844,360,969","43,356.55","43,356.38"
"2,218",10,"38,850","86,850","1,536,873,081,277","43,356.88","43,356.72"
"2,218",11,"22,250","133,050","1,536,876,033,190","43,356.92","43,356.75"
"2,218",12,"46,550","158,700","1,536,888,241,757","43,357.06","43,356.89"
"2,218",13,"14,300","67,700","1,536,928,964,914","43,357.53","43,357.36"
"2,218",14,"28,950","98,500","1,536,959,212,541","43,357.88","43,357.71"
"2,218",15,"23,300","41,500","1,536,967,115,688","43,357.97","43,357.81"
"2,218",16,"17,250","33,850","1,536,974,037,162","43,358.05","43,357.89"
"2,218",17,"29,350","98,650","1,537,031,185,511","43,358.71","43,358.55"
"2,218",18,"104,500","166,750","1,537,042,065,446","43,358.84","43,358.67"
"2,218",19,"18,200","107,800","1,537,105,337,445","43,359.57","43,359.40"
"2,218",20,"21,050","87,700","1,537,112,491,713","43,359.65","43,359.49"
"2,218",21,"17,300","38,600","1,537,117,422,450","43,359.71","43,359.54"
"2,218",23,"19,450","490,300","1,537,173,248,764","43,360.36","43,360.19"
"2,218",24,"29,950","65,250","1,537,220,371,753","43,360.90","43,360.74"
"2,218",25,"41,050","63,800","1,537,225,732,304","43,360.96","43,360.80"
"2,218",26,"20,600","43,050","1,537,227,809,694","43,360.99","43,360.82"
"2,218",27,"17,250","37,400","1,537,303,479,760","43,361.86","43,361.70"
"2,218",28,"9,800","20,850","1,537,310,695,236","43,361.95","43,361.78"
"2,218",30,"19,100","138,550","1,537,360,216,758","43,362.52","43,362.35"
"2,218",34,"5,150","134,300","1,537,391,551,859","43,362.88","43,362.72"
"2,218",37,"20,050","40,250","1,537,456,669,511","43,363.64","43,363.47"
"2,218",38,"25,400","40,750","1,537,462,483,768","43,363.71","43,363.54"
"2,218",40,"20,600","36,800","1,537,485,507,796","43,363.97","43,363.80"
"2,218",41,"11,200","22,150","1,537,492,734,717","43,364.06","43,363.89"
"2,218",43,"14,600","27,400","1,537,559,739,913","43,364.83","43,364.66"
"2,218",48,"15,450","83,700","1,537,652,737,661","43,365.91","43,365.74"
"2,218",50,"37,400","53,700","1,537,659,026,903","43,365.98","43,365.81"
"2,218",51,"21,200","80,400","1,537,667,052,951","43,366.07","43,365.91"
"2,218",52,"17,000","33,150","1,537,673,788,694","43,366.15","43,365.98"
"2,218",53,"8,000","19,550","1,537,674,419,029","43,366.16","43,365.99"
"2,218",54,"21,900","158,350","1,537,723,683,587","43,366.73","43,366.56"
"2,218",57,"64,250","164,450","1,537,735,193,999","43,366.86","43,366.69"
"2,218",58,"23,700","269,600","1,537,778,094,663","43,367.36","43,367.19"
"2,218",59,"42,650","321,050","1,537,781,721,699","43,367.40","43,367.23"
"2,218",61,"20,700","114,550","1,537,786,706,890","43,367.46","43,367.29"
"2,218",62,"16,150","137,700","1,537,806,600,667","43,367.69","43,367.52"
"2,218",63,"14,000","129,000","1,537,819,554,653","43,367.84","43,367.67"
"2,218",66,"20,100","61,850","1,537,825,136,529","43,367.90","43,367.74"
"2,218",68,"155,400","191,050","1,537,829,210,579","43,367.95","43,367.78"
"2,218",74,"42,700","98,050","1,537,881,972,104","43,368.56","43,368.39"
"2,218",75,"27,650","75,100","1,537,917,374,760","43,368.97","43,368.80"
"2,218",79,"29,350","84,950","1,537,967,563,539","43,369.55","43,369.38"
"2,218",80,"30,000","77,700","1,538,001,545,794","43,369.94","43,369.78"
"2,218",81,"19,800","74,750","1,538,051,622,630","43,370.52","43,370.36"
"2,218",82,"25,300","73,150","1,538,084,404,385","43,370.90","43,370.74"
"2,218",83,"19,450","51,350","1,538,086,064,490","43,370.92","43,370.76"
"2,218",84,"22,300","36,650","1,538,090,864,653","43,370.98","43,370.81"
"2,218",86,"14,650","66,000","1,538,138,802,257","43,371.53","43,371.37"
"2,218",91,"35,000","80,450","1,539,042,381,536","43,381.99","43,381.82"
"2,218",92,"38,650","90,500","1,539,087,973,590","43,382.52","43,382.35"
"2,218",93,"30,450","78,600","1,539,124,564,621","43,382.94","43,382.78"
"2,218",94,"26,750","79,600","1,539,171,456,598","43,383.48","43,383.32"
"2,218",95,"18,650","24,400","1,539,176,671,005","43,383.55","43,383.38"
"2,218",99,"25,550","39,150","1,539,205,797,663","43,383.88","43,383.72"
"2,218",100,"32,000","45,950","1,539,210,723,645","43,383.94","43,383.77"
"2,218",101,"24,850","37,200","1,539,226,001,450","43,384.12","43,383.95"
"2,218",102,"18,300","55,550","1,539,257,686,487","43,384.48","43,384.32"
"2,218",104,"47,950","94,000","1,539,295,069,590","43,384.92","43,384.75"
"2,218",105,"20,350","125,050","1,539,346,084,578","43,385.51","43,385.34"
"2,218",106,"18,250","158,100","1,539,352,314,447","43,385.58","43,385.41"
"2,218",107,"44,400","94,500","1,539,382,953,655","43,385.93","43,385.77"
"2,218",109,"21,050","33,700","1,539,384,411,958","43,385.95","43,385.78"
"2,218",110,"16,300","32,200","1,539,387,661,680","43,385.99","43,385.82"
"2,218",114,"26,700","36,950","1,539,477,395,468","43,387.03","43,386.86"
"2,218",115,100,"13,750","1,539,482,126,105","43,387.08","43,386.91"
"2,218",116,"17,250","32,700","1,539,492,312,446","43,387.20","43,387.03"
"2,218",117,"8,300","19,200","1,539,496,465,450","43,387.25","43,387.08"
"2,218",118,"22,350","108,200","1,539,524,336,452","43,387.57","43,387.40"
"2,218",119,"26,700","114,200","1,539,530,278,278","43,387.64","43,387.47"
"2,218",120,"16,850","46,750","1,539,549,384,425","43,387.86","43,387.69"
"2,218",122,"33,150","45,900","1,539,552,673,636","43,387.90","43,387.73"
"2,218",123,"37,350","82,200","1,540,247,787,447","43,395.94","43,395.78"
"2,218",127,"33,700","410,500","1,540,587,193,428","43,399.87","43,399.70"
"2,218",128,"30,200","44,000","1,540,593,797,772","43,399.95","43,399.78"
"2,218",129,"22,950","37,800","1,540,599,106,284","43,400.01","43,399.84"
"2,218",130,"28,400","122,000","1,540,668,243,406","43,400.81","43,400.64"
"2,218",132,"21,600","106,100","1,540,676,103,820","43,400.90","43,400.73"
"2,218",135,"16,600","35,750","1,540,693,266,292","43,401.10","43,400.93"
"2,218",137,"7,650","19,950","1,540,697,054,513","43,401.14","43,400.98"
"2,218",138,"24,650","115,700","1,540,733,874,390","43,401.57","43,401.40"
"2,218",139,"30,200","117,100","1,540,740,472,921","43,401.64","43,401.48"
"2,218",140,"25,050","51,150","1,540,758,568,380","43,401.85","43,401.69"
"2,218",141,"30,450","54,500","1,540,762,306,567","43,401.90","43,401.73"
"2,218",145,"57,350","109,750","1,540,818,334,370","43,402.55","43,402.38"
"2,218",146,"48,100","93,400","1,540,846,973,396","43,402.88","43,402.71"
"2,218",147,"20,700","62,650","1,540,849,246,820","43,402.90","43,402.74"
"2,218",148,"119,550","153,200","1,540,853,489,232","43,402.95","43,402.79"
"2,218",150,"25,400","95,000","1,540,902,439,350","43,403.52","43,403.35"
"2,218",151,"22,550","68,300","1,540,939,864,503","43,403.95","43,403.79"
"2,218",153,"19,300","77,500","1,540,989,454,467","43,404.53","43,404.36"
"2,218",154,"33,500","88,500","1,541,019,090,480","43,404.87","43,404.70"
"2,218",156,"25,750","83,200","1,541,075,216,321","43,405.52","43,405.35"
"2,218",157,"21,550","73,100","1,541,111,591,475","43,405.94","43,405.77"
"2,218",160,"34,550","40,200","1,541,192,983,359","43,406.88","43,406.67"
"2,218",162,"16,650","29,050","1,541,201,163,599","43,406.98","43,406.77"
"2,218",163,"31,800","327,700","1,541,274,522,359","43,407.83","43,407.62"
"2,218",164,"57,000","225,700","1,541,289,021,669","43,407.99","43,407.79"
"2,218",165,"79,050","537,950","1,541,353,240,317","43,408.74","43,408.53"
"2,218",166,"330,700","614,050","1,541,365,001,119","43,408.87","43,408.66"
"2,218",167,"194,350","216,250","1,541,376,443,916","43,409.01","43,408.80"
"2,218",170,"17,100","75,450","1,541,421,755,339","43,409.53","43,409.32"
"2,218",171,"28,550","72,900","1,541,462,486,463","43,410.00","43,409.79"
"2,218",172,"18,300","69,450","1,541,511,255,460","43,410.57","43,410.36"
"2,218",173,"36,300","93,750","1,541,543,209,456","43,410.94","43,410.73"
"2,218",174,"14,550","27,600","1,541,544,710,457","43,410.95","43,410.74"
"2,218",175,"17,250","70,850","1,541,597,866,353","43,411.57","43,411.36"
"2,218",176,"25,650","70,850","1,541,635,731,405","43,412.01","43,411.80"
"2,218",180,"25,150","72,850","1,541,723,446,232","43,413.02","43,412.81"
"2,218",186,"31,750","37,450","1,541,797,522,371","43,413.88","43,413.67"
"2,218",188,"21,750","69,300","1,541,802,779,378","43,413.94","43,413.73"
"2,218",193,"18,550","64,850","1,541,888,713,170","43,414.93","43,414.73"
"2,218",194,"24,150","45,750","1,541,890,547,992","43,414.96","43,414.75"
"2,218",195,"38,700","143,850","1,541,895,299,011","43,415.01","43,414.80"
"2,218",198,"39,250","139,350","1,541,908,882,343","43,415.17","43,414.96"
"2,218",199,"42,500","95,600","1,542,031,646,540","43,416.59","43,416.38"
"2,218",200,"32,450","82,900","1,542,067,604,311","43,417.01","43,416.80"
"2,218",201,"65,950","175,050","1,542,111,952,630","43,417.52","43,417.31"
"2,218",202,"22,450","167,050","1,542,119,358,314","43,417.60","43,417.40"
"2,218",203,"37,950","220,400","1,542,148,528,524","43,417.94","43,417.73"
"2,218",205,"26,750","131,600","1,542,161,272,550","43,418.09","43,417.88"
"2,218",207,"23,050","78,700","1,542,201,910,380","43,418.56","43,418.35"
"2,218",208,"30,700","76,550","1,542,236,372,412","43,418.96","43,418.75"
"2,218",212,"18,100","75,850","1,542,292,442,265","43,419.61","43,419.40"
"2,218",213,"41,650","97,800","1,542,324,178,413","43,419.97","43,419.77"
"2,218",216,"29,850","83,300","1,542,378,456,453","43,420.60","43,420.39"
"2,218",217,"27,350","78,250","1,542,405,375,405","43,420.91","43,420.71"
"2,218",219,"21,150","35,950","1,542,487,731,563","43,421.87","43,421.66"
"2,218",220,"23,500","35,900","1,542,488,441,078","43,421.88","43,421.67"
"2,218",221,"48,550","316,100","1,542,499,144,341","43,422.00","43,421.79"
"2,218",223,"32,350","157,200","1,542,518,666,324","43,422.23","43,422.02"
"2,218",225,"20,550","105,000","1,542,574,426,741","43,422.87","43,422.66"
"2,218",226,"26,150","110,250","1,542,579,067,581","43,422.92","43,422.72"
"2,218",229,"26,750","88,000","1,542,636,313,521","43,423.59","43,423.38"
"2,218",230,"24,650","70,950","1,542,670,513,425","43,423.98","43,423.77"
"2,218",231,"19,950","35,450","1,542,674,210,293","43,424.03","43,423.82"
"2,218",232,"63,250","120,200","1,542,720,071,313","43,424.56","43,424.35"
"2,218",233,"23,050","68,350","1,542,754,530,451","43,424.96","43,424.75"
"2,218",236,"22,100","89,450","1,542,762,395,814","43,425.05","43,424.84"
"2,218",238,"16,150","69,450","1,542,806,471,842","43,425.56","43,425.35"
"2,218",239,"23,150","114,400","1,542,826,908,399","43,425.79","43,425.59"
"2,218",240,"127,350","196,250","1,542,832,747,486","43,425.86","43,425.65"
"2,218",241,"26,800","74,600","1,542,841,309,212","43,425.96","43,425.75"
"2,218",249,"25,100","352,600","1,543,008,391,280","43,427.89","43,427.69"
"2,218",250,"50,600","378,500","1,543,022,297,378","43,428.05","43,427.85"
"2,218",251,"77,200","133,100","1,543,030,162,155","43,428.15","43,427.94"
"2,218",252,"17,150","41,100","1,543,085,386,315","43,428.79","43,428.58"
"2,218",253,"36,600","57,150","1,543,087,651,069","43,428.81","43,428.60"
"2,218",254,"61,500","149,050","1,543,156,381,366","43,429.61","43,429.40"
"2,218",256,"30,600","118,050","1,543,163,024,972","43,429.68","43,429.48"
"2,218",257,"19,950","125,350","1,543,174,788,308","43,429.82","43,429.61"
"2,218",259,"39,100","199,000","1,543,182,324,916","43,429.91","43,429.70"
"2,218",263,"28,400","84,350","1,543,240,594,309","43,430.58","43,430.37"
"2,218",264,"52,250","105,000","1,543,278,167,421","43,431.02","43,430.81"
"2,218",265,"62,950","132,000","1,543,322,067,428","43,431.52","43,431.32"
"2,218",266,"33,150","82,300","1,543,361,822,442","43,431.98","43,431.78"
"2,218",267,"102,250","158,950","1,543,410,293,425","43,432.55","43,432.34"
"2,218",269,"26,500","74,050","1,543,447,772,204","43,432.98","43,432.77"
"2,218",270,"109,950","129,700","1,543,500,269,303","43,433.59","43,433.38"
"2,218",271,"134,900","219,000","1,543,502,715,991","43,433.62","43,433.41"
"2,218",272,"32,050","167,200","1,543,510,368,571","43,433.70","43,433.50"
"2,218",274,"30,000","77,350","1,543,534,777,306","43,433.99","43,433.78"
"2,218",275,"52,000","110,950","1,543,584,892,402","43,434.57","43,434.36"
"2,218",276,"25,550","75,100","1,543,623,381,287","43,435.01","43,434.80"
"2,218",277,"16,950","43,000","1,543,625,169,200","43,435.03","43,434.82"
"2,218",279,"32,700","44,600","1,543,632,416,830","43,435.12","43,434.91"
"2,218",280,"16,300","42,800","1,543,676,450,219","43,435.63","43,435.42"
"2,218",282,"23,600","46,550","1,543,678,994,581","43,435.66","43,435.45"
"2,218",286,"20,700","112,250","1,543,686,536,358","43,435.74","43,435.53"
"2,218",288,"29,000","113,850","1,543,696,460,254","43,435.86","43,435.65"
"2,218",291,"22,150","111,950","1,543,761,504,047","43,436.61","43,436.40"
"2,218",292,"33,600","121,650","1,543,767,586,290","43,436.68","43,436.47"
"2,218",294,"24,000","75,600","1,543,848,198,824","43,437.61","43,437.41"
"2,218",296,"38,550","158,000","1,543,869,640,525","43,437.86","43,437.65"
"2,218",298,"35,850","130,200","1,543,889,240,315","43,438.09","43,437.88"
"2,218",301,"23,600","74,350","1,543,930,932,376","43,438.57","43,438.36"
"2,218",302,"140,150","188,950","1,543,975,291,311","43,439.08","43,438.88"
"2,218",304,"75,750","148,800","1,544,012,212,451","43,439.51","43,439.30"
"2,218",305,"30,350","35,900","1,544,048,499,466","43,439.93","43,439.72"
"2,218",306,"15,050","60,750","1,544,053,920,359","43,439.99","43,439.79"
"2,218",310,"15,550","53,500","1,544,103,219,355","43,440.57","43,440.36"
"2,218",311,"39,900","87,100","1,544,141,698,423","43,441.01","43,440.80"
"2,218",315,"24,850","78,300","1,544,189,285,121","43,441.56","43,441.35"
"2,218",316,"22,450","69,000","1,544,226,011,693","43,441.99","43,441.78"
"2,218",317,"25,850","44,300","1,544,228,796,022","43,442.02","43,441.81"
"2,218",318,100,"14,400","1,544,234,593,725","43,442.09","43,441.88"
"2,218",319,"14,600","32,900","1,544,270,272,352","43,442.50","43,442.29"
"2,218",320,"76,350","91,650","1,544,277,214,899","43,442.58","43,442.37"
"2,218",321,"23,000","33,800","1,544,307,654,319","43,442.93","43,442.72"
"2,218",322,"56,150","81,400","1,544,401,375,209","43,444.02","43,443.81"
"2,218",323,"42,450","64,100","1,544,404,803,622","43,444.06","43,443.85"
"2,218",324,"131,700","187,800","1,544,446,611,312","43,444.54","43,444.33"
"2,218",325,"65,850","114,300","1,544,482,616,360","43,444.96","43,444.75"
"2,218",328,"22,100","38,500","1,544,486,750,061","43,445.00","43,444.80"
"2,218",330,"15,400","51,800","1,544,519,568,657","43,445.38","43,445.18"
"2,218",333,"21,550","91,650","1,544,532,677,528","43,445.54","43,445.33"
"2,218",334,"25,450","72,600","1,544,574,336,501","43,446.02","43,445.81"
"2,218",336,"20,350","77,800","1,544,617,542,950","43,446.52","43,446.31"
"2,218",342,"37,250","85,350","1,544,660,611,332","43,447.02","43,446.81"
"2,218",343,"31,850","84,800","1,544,710,038,309","43,447.59","43,447.38"
"2,218",344,"37,400","89,450","1,544,746,833,394","43,448.01","43,447.81"
"2,218",347,"14,950","70,800","1,544,794,809,189","43,448.57","43,448.36"
"2,218",348,"23,350","71,450","1,544,827,041,390","43,448.94","43,448.73"
"2,218",357,"123,250","152,500","1,544,985,947,332","43,450.78","43,450.57"
"2,218",358,"50,300","70,750","1,544,988,727,446","43,450.81","43,450.61"
"2,218",361,"23,150","107,750","1,545,086,555,319","43,451.95","43,451.74"
"2,218",362,"41,800","76,850","1,545,091,631,074","43,452.01","43,451.80"
"2,218",363,"17,100","109,650","1,545,093,497,803","43,452.03","43,451.82"
"2,218",364,"173,300","226,900","1,545,136,153,305","43,452.52","43,452.31"
"2,218",368,"25,150","71,150","1,545,185,026,310","43,453.09","43,452.88"
"2,218",369,"113,500","165,750","1,545,221,816,265","43,453.51","43,453.30"
"2,218",376,"27,800","75,200","1,545,263,406,338","43,453.99","43,453.79"
"2,218",378,"22,350","78,500","1,545,308,804,715","43,454.52","43,454.31"
"2,218",379,"24,950","108,550","1,545,343,141,378","43,454.92","43,454.71"
"2,218",380,"28,300","39,550","1,545,353,771,229","43,455.04","43,454.83"
"2,218",381,"16,300","66,850","1,545,358,985,294","43,455.10","43,454.89"
"2,218",383,"23,300","46,500","1,545,359,896,547","43,455.11","43,454.90"
"2,218",384,"14,600","52,300","1,545,369,837,942","43,455.23","43,455.02"
"2,218",386,"18,550","74,000","1,545,401,140,295","43,455.59","43,455.38"
"2,218",387,"26,950","73,450","1,545,431,331,666","43,455.94","43,455.73"
"2,218",388,"17,200","110,950","1,545,439,096,906","43,456.03","43,455.82"
"2,218",389,"25,750","94,300","1,545,448,699,625","43,456.14","43,455.93"
"2,218",390,"8,950","30,800","1,545,450,421,932","43,456.16","43,455.95"
"2,218",402,"15,550","105,750","1,545,576,152,883","43,457.61","43,457.41"
"2,218",403,"32,950","117,600","1,545,582,302,398","43,457.68","43,457.48"
"2,218",406,"47,300","89,600","1,545,607,719,472","43,457.98","43,457.77"
"2,218",407,"21,350","43,550","1,545,609,523,978","43,458.00","43,457.79"
"2,218",418,"424,300","445,150","1,545,830,115,193","43,460.55","43,460.34"
"2,218",420,"21,550","1,389,550","1,545,837,176,615","43,460.63","43,460.43"
"2,218",421,"23,550","374,850","1,545,859,794,618","43,460.90","43,460.69"
"2,218",423,"29,150","79,450","1,545,866,650,545","43,460.98","43,460.77"
"2,218",425,"28,700","97,500","1,545,872,504,300","43,461.04","43,460.84"
"2,218",426,"39,200","266,650","1,545,884,780,294","43,461.19","43,460.98"
"2,218",430,"35,600","53,700","1,546,013,021,215","43,462.67","43,462.46"
"2,218",431,"48,400","162,850","1,546,017,392,199","43,462.72","43,462.51"
"2,218",432,"102,950","1,391,000","1,546,023,077,498","43,462.79","43,462.58"
"2,218",433,"27,650","170,100","1,546,050,619,670","43,463.10","43,462.90"
"2,218",438,"105,000","148,050","1,546,181,407,783","43,464.62","43,464.41"
"2,218",439,"14,350","539,300","1,546,183,300,322","43,464.64","43,464.43"
"2,218",440,"6,250","118,350","1,546,188,970,829","43,464.71","43,464.50"
"2,218",441,"11,500","391,650","1,546,190,510,339","43,464.72","43,464.52"
"2,218",442,"18,450","803,700","1,546,199,256,519","43,464.83","43,464.62"
"2,218",443,"13,050","983,100","1,546,207,961,748","43,464.93","43,464.72"
"2,218",448,"22,250","36,600","1,546,296,872,912","43,465.96","43,465.75"
"2,218",450,"29,400","39,800","1,546,321,464,679","43,466.24","43,466.03"
"2,218",451,"47,100","84,800","1,546,444,301,601","43,467.66","43,467.45"
"2,218",454,"44,900","140,600","1,546,455,870,052","43,467.80","43,467.59"
"2,218",455,"44,800","132,800","1,546,457,588,687","43,467.82","43,467.61"
"2,218",457,"28,300","98,700","1,546,473,580,637","43,468","43,467.79"
"2,218",459,"17,750","125,650","1,546,490,633,675","43,468.20","43,467.99"
"2,218",460,"15,950","85,550","1,546,513,724,687","43,468.46","43,468.26"
"2,218",466,"200,100","258,250","1,546,524,102,063","43,468.59","43,468.38"
"2,218",468,"27,350","105,750","1,546,546,505,456","43,468.84","43,468.64"
"2,218",469,"60,600","81,750","1,546,556,720,302","43,468.96","43,468.75"
"2,218",470,"51,750","62,750","1,546,570,004,258","43,469.12","43,468.91"
"2,218",471,"44,000","101,250","1,546,605,384,618","43,469.53","43,469.32"
"2,218",472,"32,000","79,650","1,546,626,517,672","43,469.77","43,469.56"
"2,218",473,"15,400","90,050","1,546,633,017,433","43,469.85","43,469.64"
"2,218",474,"55,450","152,400","1,546,641,166,703","43,469.94","43,469.73"
"2,218",475,"75,100","162,200","1,546,717,947,317","43,470.83","43,470.62"
"2,218",479,"41,100","145,700","1,546,737,617,211","43,471.06","43,470.85"
"2,218",480,"60,350","150,100","1,546,783,377,307","43,471.59","43,471.38"
"2,218",481,"35,500","121,150","1,546,790,771,981","43,471.67","43,471.46"
"2,218",482,"20,150","205,000","1,546,814,681,294","43,471.95","43,471.74"
"2,218",483,"28,700","72,950","1,546,819,185,359","43,472","43,471.79"
"2,218",484,"73,950","177,200","1,546,826,067,136","43,472.08","43,471.87"
"2,218",485,"24,300","76,450","1,546,869,689,205","43,472.58","43,472.38"
"2,218",486,"35,400","85,800","1,546,901,273,514","43,472.95","43,472.74"
