Device,Trip,StartTime,Endtime,UTCTime,TripStart,TodTripStart
"2,004",126,"33,550","52,300","1,541,905,864,207","43,415.13","43,414.92"
"2,004",128,"54,450","81,750","1,541,967,484,541","43,415.85","43,415.64"
"2,004",133,"45,200","67,050","1,541,972,709,800","43,415.91","43,415.70"
"2,004",136,"78,650","141,100","1,542,018,984,172","43,416.44","43,416.23"
"2,004",137,"35,650","133,850","1,542,062,039,896","43,416.94","43,416.73"
"2,004",141,"49,250","133,800","1,542,113,470,609","43,417.54","43,417.33"
"2,004",142,"21,400","133,800","1,542,154,821,888","43,418.01","43,417.81"
"2,004",143,"21,600","39,550","1,542,160,182,562","43,418.08","43,417.87"
"2,004",144,"108,850","193,750","1,542,199,256,355","43,418.53","43,418.32"
"2,004",145,"24,350","181,600","1,542,211,565,828","43,418.67","43,418.46"
"2,004",146,"30,950","225,050","1,542,220,153,545","43,418.77","43,418.56"
"2,004",147,"25,250","133,650","1,542,238,947,595","43,418.99","43,418.78"
"2,004",148,"258,100","350,350","1,542,284,726,542","43,419.52","43,419.31"
"2,004",149,"27,000","146,600","1,542,323,598,431","43,419.97","43,419.76"
"2,004",152,"61,100","146,350","1,542,373,226,872","43,420.54","43,420.33"
"2,004",153,"28,900","142,850","1,542,402,753,961","43,420.88","43,420.68"
"2,004",161,"73,700","164,000","1,542,632,511,729","43,423.54","43,423.34"
"2,004",162,"26,650","132,400","1,542,669,968,575","43,423.98","43,423.77"
"2,004",164,"54,100","141,000","1,542,715,961,483","43,424.51","43,424.30"
"2,004",165,"25,550","132,900","1,542,750,948,540","43,424.91","43,424.71"
"2,004",168,"80,900","154,250","1,542,809,924,365","43,425.60","43,425.39"
"2,004",169,"21,850","113,200","1,542,813,216,980","43,425.63","43,425.43"
"2,004",170,"55,300","72,500","1,542,825,909,251","43,425.78","43,425.57"
"2,004",171,"67,750","85,550","1,542,827,800,488","43,425.80","43,425.60"
"2,004",175,"54,900","83,300","1,542,940,727,566","43,427.11","43,426.90"
"2,004",176,"19,850","48,750","1,542,942,837,668","43,427.14","43,426.93"
"2,004",179,"101,000","189,900","1,543,233,611,724","43,430.50","43,430.29"
"2,004",181,"76,150","190,550","1,543,272,392,317","43,430.95","43,430.74"
"2,004",186,"62,400","152,550","1,543,323,360,203","43,431.54","43,431.33"
"2,004",187,"31,950","148,600","1,543,357,134,893","43,431.93","43,431.72"
"2,004",191,"49,300","153,400","1,543,399,935,216","43,432.43","43,432.22"
"2,004",192,"24,700","136,550","1,543,443,304,713","43,432.93","43,432.72"
"2,004",195,"62,350","146,850","1,543,495,445,651","43,433.53","43,433.32"
"2,004",196,"22,950","134,950","1,543,531,019,845","43,433.94","43,433.73"
"2,004",201,"56,800","85,500","1,543,592,293,016","43,434.65","43,434.44"
"2,004",203,"20,900","31,900","1,543,596,508,326","43,434.70","43,434.49"
"2,004",207,"44,650","65,700","1,543,600,448,285","43,434.75","43,434.54"
"2,004",211,"287,450","303,500","1,543,701,734,719","43,435.92","43,435.71"
"2,004",212,100,"12,200","1,543,707,091,030","43,435.98","43,435.77"
"2,004",213,"67,100","153,750","1,543,842,080,728","43,437.54","43,437.33"
"2,004",214,"50,100","164,850","1,543,869,738,362","43,437.86","43,437.65"
"2,004",224,"69,450","157,050","1,543,927,813,550","43,438.54","43,438.33"
"2,004",225,"44,350","157,800","1,543,961,964,965","43,438.93","43,438.72"
"2,004",229,"83,350","112,600","1,544,012,835,531","43,439.52","43,439.31"
"2,004",230,"22,350","133,550","1,544,046,877,735","43,439.91","43,439.71"
"2,004",233,"62,700","147,700","1,544,100,255,693","43,440.53","43,440.32"
"2,004",234,"36,900","149,350","1,544,135,439,053","43,440.94","43,440.73"
"2,004",239,"85,750","105,000","1,544,195,329,755","43,441.63","43,441.42"
"2,004",240,"50,600","69,850","1,544,201,569,347","43,441.70","43,441.50"
"2,004",253,"93,650","218,150","1,544,275,795,140","43,442.56","43,442.35"
"2,004",254,"71,100","197,200","1,544,279,391,996","43,442.60","43,442.40"
"2,004",255,"69,500","99,700","1,544,301,104,052","43,442.86","43,442.65"
"2,004",260,"97,100","182,750","1,544,446,701,403","43,444.54","43,444.33"
"2,004",261,"27,750","136,450","1,544,482,045,956","43,444.95","43,444.74"
"2,004",265,"65,750","151,650","1,544,531,439,240","43,445.52","43,445.31"
"2,004",266,"22,650","133,350","1,544,566,759,961","43,445.93","43,445.72"
"2,004",273,"16,500","65,150","1,544,619,357,778","43,446.54","43,446.33"
"2,004",274,"26,600","135,800","1,544,654,990,469","43,446.95","43,446.74"
"2,004",281,"61,650","90,500","1,544,991,447,717","43,450.85","43,450.64"
"2,004",285,"50,850","133,700","1,545,051,204,245","43,451.54","43,451.33"
"2,004",289,"25,050","135,250","1,545,087,563,581","43,451.96","43,451.75"
"2,004",291,"61,200","148,800","1,545,136,309,550","43,452.52","43,452.31"
"2,004",292,"21,300","136,800","1,545,170,985,495","43,452.92","43,452.72"
"2,004",298,"66,200","151,800","1,545,223,103,283","43,453.53","43,453.32"
"2,004",300,"26,700","138,450","1,545,263,329,944","43,453.99","43,453.78"
"2,004",301,"53,000","140,050","1,545,309,986,869","43,454.53","43,454.32"
"2,004",302,"30,000","136,100","1,545,347,785,148","43,454.97","43,454.76"
"2,004",312,"44,900","65,000","1,545,441,777,948","43,456.06","43,455.85"
"2,004",319,"55,250","73,350","1,545,592,808,704","43,457.81","43,457.60"
"2,004",320,"20,100","38,600","1,545,595,799,380","43,457.84","43,457.63"
"2,004",325,"60,050","128,000","1,545,681,502,583","43,458.83","43,458.62"
"2,004",326,"31,500","75,700","1,545,684,109,979","43,458.86","43,458.65"
"2,004",327,"51,000","72,000","1,545,685,751,316","43,458.88","43,458.67"
"2,004",332,"31,350","42,800","1,545,949,810,068","43,461.94","43,461.73"
"2,004",335,"106,150","114,950","1,546,040,320,258","43,462.99","43,462.78"
"2,004",336,100,"12,400","1,546,043,932,530","43,463.03","43,462.82"
"2,004",337,"54,550","84,400","1,546,117,414,334","43,463.88","43,463.67"
"2,004",339,"58,500","76,150","1,546,269,383,651","43,465.64","43,465.43"
"2,004",341,"59,100","101,150","1,546,276,838,070","43,465.72","43,465.51"
"2,004",345,"20,850","41,050","1,546,455,555,615","43,467.79","43,467.58"
"2,004",346,"63,100","82,750","1,546,458,168,540","43,467.82","43,467.61"
"2,004",358,"19,050","89,300","1,546,615,661,294","43,469.64","43,469.44"
"2,004",360,"21,200","96,400","1,546,621,654,478","43,469.71","43,469.51"
"2,004",366,"59,150","145,950","1,546,864,109,363","43,472.52","43,472.31"
"2,004",367,"27,400","147,800","1,546,900,834,952","43,472.95","43,472.74"
"2,004",370,"74,700","163,000","1,546,950,910,859","43,473.52","43,473.32"
"2,004",371,"20,550","136,200","1,546,986,565,870","43,473.94","43,473.73"
"2,004",374,"57,300","144,700","1,547,037,303,474","43,474.52","43,474.32"
"2,004",375,"22,800","135,250","1,547,074,643,276","43,474.96","43,474.75"
"2,004",379,"61,900","147,500","1,547,124,764,800","43,475.54","43,475.33"
"2,004",381,"25,500","134,950","1,547,150,226,383","43,475.83","43,475.62"
"2,008",3,"48,150","153,550","1,541,070,250,156","43,405.46","43,405.25"
"2,008",5,100,"102,450","1,541,072,488,279","43,405.49","43,405.28"
"2,008",8,"31,550","203,500","1,541,114,699,283","43,405.98","43,405.77"
"2,008",9,"36,250","209,450","1,541,160,752,199","43,406.51","43,406.30"
"2,008",10,"19,550","191,000","1,541,201,023,016","43,406.98","43,406.77"
"2,008",18,"31,850","215,600","1,541,416,535,131","43,409.47","43,409.26"
"2,008",19,"20,750","201,800","1,541,453,378,707","43,409.90","43,409.69"
"2,008",20,"40,500","210,850","1,541,510,250,089","43,410.55","43,410.35"
"2,008",21,"18,700","194,300","1,541,546,899,977","43,410.98","43,410.77"
"2,008",22,"37,850","208,950","1,541,591,813,971","43,411.50","43,411.29"
"2,008",23,"19,550","192,650","1,541,629,871,608","43,411.94","43,411.73"
"2,008",25,"14,750","218,850","1,541,683,129,862","43,412.56","43,412.35"
"2,008",26,"23,400","213,000","1,541,719,166,566","43,412.97","43,412.76"
"2,008",27,"47,100","119,350","1,541,770,278,326","43,413.56","43,413.36"
"2,008",28,"26,450","259,450","1,541,784,405,081","43,413.73","43,413.52"
"2,008",29,"19,550","197,700","1,541,800,035,997","43,413.91","43,413.70"
"2,008",30,"40,900","136,750","1,541,803,734,828","43,413.95","43,413.74"
"2,008",31,"28,700","120,250","1,541,810,286,419","43,414.03","43,413.82"
"2,008",32,"17,100","41,250","1,541,814,455,381","43,414.08","43,413.87"
"2,008",36,"58,900","232,100","1,542,025,762,269","43,416.52","43,416.31"
"2,008",37,"23,350","194,450","1,542,061,049,006","43,416.93","43,416.72"
"2,008",38,"29,200","196,750","1,542,110,669,313","43,417.50","43,417.30"
"2,008",39,"108,950","343,250","1,542,146,275,137","43,417.92","43,417.71"
"2,008",40,"49,550","220,850","1,542,198,655,507","43,418.52","43,418.31"
"2,008",41,"35,250","208,800","1,542,237,099,466","43,418.97","43,418.76"
"2,008",43,"13,900","192,600","1,542,283,597,035","43,419.51","43,419.30"
"2,008",45,"21,500","238,150","1,542,319,276,587","43,419.92","43,419.71"
"2,008",46,"35,550","207,300","1,542,373,219,003","43,420.54","43,420.33"
"2,008",48,"54,700","239,600","1,542,408,135,961","43,420.95","43,420.74"
"2,008",49,"51,750","77,050","1,542,481,988,657","43,421.80","43,421.59"
"2,008",50,"19,750","42,600","1,542,484,868,267","43,421.83","43,421.63"
"2,008",55,"28,800","84,450","1,542,562,396,270","43,422.73","43,422.52"
"2,008",56,"25,550","67,150","1,542,567,969,568","43,422.80","43,422.59"
"2,008",61,"33,500","244,800","1,542,627,584,941","43,423.49","43,423.28"
"2,008",62,"22,850","247,000","1,542,648,544,332","43,423.73","43,423.52"
"2,008",63,"23,300","98,650","1,542,659,024,210","43,423.85","43,423.64"
"2,008",64,"18,200","46,250","1,542,666,727,899","43,423.94","43,423.73"
"2,008",65,"21,750","182,700","1,542,719,148,030","43,424.55","43,424.34"
"2,017",10,"36,450","233,200","1,538,000,459,353","43,369.93","43,369.77"
"2,017",11,"8,200","38,200","1,538,004,926,649","43,369.98","43,369.82"
"2,017",12,"57,550","106,700","1,538,005,727,932","43,369.99","43,369.83"
"2,017",13,"125,950","721,050","1,538,049,004,461","43,370.49","43,370.33"
"2,017",15,"10,400","368,150","1,538,062,886,927","43,370.65","43,370.49"
"2,017",16,"44,700","107,350","1,538,083,874,431","43,370.90","43,370.73"
"2,017",17,"82,150","280,150","1,538,088,727,456","43,370.95","43,370.79"
"2,017",18,"43,950","66,050","1,538,094,817,002","43,371.02","43,370.86"
"2,017",20,"221,700","430,600","1,538,162,107,444","43,371.80","43,371.64"
"2,017",21,"62,050","80,150","1,538,170,081,531","43,371.89","43,371.73"
"2,017",22,"23,750","500,150","1,538,171,129,469","43,371.91","43,371.74"
"2,017",23,"17,050","198,600","1,538,176,778,619","43,371.97","43,371.81"
"2,017",28,"156,050","199,600","1,538,257,329,440","43,372.90","43,372.74"
"2,017",29,"31,300","83,650","1,538,268,331,428","43,373.03","43,372.87"
"2,017",36,"68,400","112,700","1,538,336,785,469","43,373.82","43,373.66"
"2,017",37,"25,350","77,400","1,538,339,789,775","43,373.86","43,373.69"
"2,017",38,"72,000","194,900","1,538,391,589,431","43,374.46","43,374.29"
"2,017",39,"23,850","28,900","1,538,428,055,740","43,374.88","43,374.71"
"2,017",40,"14,250","101,050","1,538,434,513,822","43,374.96","43,374.79"
"2,017",41,"143,550","230,000","1,538,481,785,443","43,375.50","43,375.34"
"2,017",42,"37,200","145,000","1,538,497,401,692","43,375.68","43,375.52"
"2,017",43,"48,750","230,150","1,538,561,161,533","43,376.42","43,376.25"
"2,017",44,"32,250","146,300","1,538,601,089,542","43,376.88","43,376.72"
"2,017",47,"163,250","284,900","1,538,664,209,424","43,377.61","43,377.45"
"2,017",48,"15,750","37,250","1,538,668,131,820","43,377.66","43,377.49"
"2,017",49,"18,800","42,300","1,538,669,686,631","43,377.68","43,377.51"
"2,017",50,"52,850","80,100","1,538,671,084,135","43,377.69","43,377.53"
"2,017",55,"13,350","64,000","1,538,680,943,246","43,377.81","43,377.64"
"2,017",69,"48,550","226,400","1,538,835,301,377","43,379.59","43,379.43"
"2,017",70,"35,500","522,500","1,538,837,953,003","43,379.62","43,379.46"
"2,017",71,"2,050","275,650","1,538,844,835,702","43,379.70","43,379.54"
"2,017",73,"68,150","197,800","1,538,857,339,460","43,379.85","43,379.68"
"2,017",75,"63,550","1,313,650","1,538,870,915,370","43,380.01","43,379.84"
"2,017",79,"84,200","210,050","1,538,996,715,335","43,381.46","43,381.30"
"2,017",80,"88,900","178,600","1,539,038,550,916","43,381.95","43,381.78"
"2,017",81,"109,600","249,150","1,539,085,943,683","43,382.50","43,382.33"
"2,017",82,"52,200","57,150","1,539,122,715,646","43,382.92","43,382.75"
"2,017",83,"97,250","394,800","1,539,173,762,501","43,383.51","43,383.34"
"2,017",84,"19,650","23,900","1,539,181,519,460","43,383.60","43,383.43"
"2,017",86,"39,000","200,350","1,540,245,970,491","43,395.92","43,395.75"
"2,017",89,"68,500","168,850","1,540,285,537,306","43,396.38","43,396.21"
"2,017",90,"20,450","142,600","1,540,547,198,284","43,399.41","43,399.24"
"2,017",91,"57,600","204,000","1,540,562,822,516","43,399.59","43,399.42"
"2,017",92,"30,000","313,300","1,540,582,936,335","43,399.82","43,399.65"
"2,017",103,"107,600","263,450","1,540,737,991,547","43,401.62","43,401.45"
"2,017",104,"34,850","154,700","1,540,757,422,893","43,401.84","43,401.67"
"2,017",105,"53,400","157,350","1,540,802,109,299","43,402.36","43,402.19"
"2,017",106,"7,000","11,500","1,540,803,764,018","43,402.38","43,402.21"
"2,017",108,"24,550","61,150","1,541,025,330,284","43,404.94","43,404.78"
"2,017",109,"26,950","90,400","1,541,026,600,835","43,404.96","43,404.79"
"2,017",111,"69,300","199,450","1,541,071,894,580","43,405.48","43,405.31"
"2,017",112,"26,850","429,450","1,541,113,470,586","43,405.96","43,405.80"
"2,017",113,"9,050","51,400","1,541,117,958,112","43,406.01","43,405.85"
"2,017",116,"14,000","157,450","1,541,151,354,470","43,406.40","43,406.23"
"2,017",121,"25,900","32,450","1,541,180,448,324","43,406.74","43,406.57"
"2,017",123,"61,500","212,200","1,541,192,341,407","43,406.87","43,406.67"
"2,017",126,"24,450","111,250","1,541,254,275,186","43,407.59","43,407.38"
"2,017",127,"24,100","246,500","1,541,256,315,898","43,407.62","43,407.41"
"2,017",129,"50,550","102,900","1,541,279,919,315","43,407.89","43,407.68"
"2,017",133,"71,500","195,900","1,541,423,489,273","43,409.55","43,409.34"
"2,017",135,"26,900","32,100","1,541,540,273,553","43,410.90","43,410.69"
"2,017",136,"60,200","359,600","1,541,540,933,167","43,410.91","43,410.70"
"2,017",138,"37,250","133,500","1,541,553,035,292","43,411.05","43,410.84"
"2,017",140,"129,300","271,450","1,541,595,320,306","43,411.54","43,411.33"
"2,017",141,"44,100","146,300","1,541,633,547,569","43,411.98","43,411.77"
"2,017",142,"163,900","247,950","1,541,681,595,553","43,412.54","43,412.33"
"2,017",143,"39,650","142,750","1,541,718,098,139","43,412.96","43,412.75"
"2,017",145,"119,000","217,800","1,541,769,626,861","43,413.56","43,413.35"
"2,017",146,"32,700","310,750","1,541,799,853,535","43,413.91","43,413.70"
"2,017",152,"129,350","680,550","1,541,941,654,289","43,415.55","43,415.34"
"2,017",156,"12,200","23,000","1,541,965,301,826","43,415.82","43,415.61"
"2,017",158,"44,850","60,800","1,541,967,695,063","43,415.85","43,415.64"
"2,017",159,"46,350","96,950","1,541,975,024,033","43,415.93","43,415.73"
"2,017",163,"35,800","140,700","1,542,061,273,762","43,416.93","43,416.72"
"2,017",165,"76,750","228,100","1,542,126,196,305","43,417.68","43,417.47"
"2,017",167,"30,050","255,200","1,542,145,606,649","43,417.91","43,417.70"
"2,017",169,"74,100","180,450","1,542,202,048,290","43,418.56","43,418.35"
"2,017",175,"64,250","255,700","1,542,285,126,545","43,419.52","43,419.31"
"2,017",176,"30,500","121,200","1,542,290,659,310","43,419.59","43,419.38"
"2,017",178,"54,750","223,850","1,542,293,623,464","43,419.62","43,419.41"
"2,017",180,"32,300","776,050","1,542,394,584,407","43,420.79","43,420.58"
"2,017",181,"16,100","361,400","1,542,405,691,988","43,420.92","43,420.71"
"2,017",182,"6,950","103,650","1,542,409,674,498","43,420.96","43,420.76"
"2,017",186,"110,300","171,350","1,542,561,910,647","43,422.73","43,422.52"
"2,017",187,"34,450","94,250","1,542,574,909,502","43,422.88","43,422.67"
"2,017",191,"73,550","206,800","1,542,629,254,222","43,423.51","43,423.30"
"2,017",192,"22,100","169,650","1,542,680,027,606","43,424.09","43,423.89"
"2,017",193,"62,500","186,550","1,542,715,413,583","43,424.50","43,424.29"
"2,017",194,"28,850","179,250","1,542,750,273,514","43,424.91","43,424.70"
"2,017",195,"56,650","137,500","1,542,756,100,906","43,424.97","43,424.77"
"2,017",196,"52,000","106,000","1,542,765,095,340","43,425.08","43,424.87"
"2,017",198,"63,050","250,000","1,542,804,158,297","43,425.53","43,425.32"
"2,017",199,"98,950","272,700","1,542,834,933,815","43,425.89","43,425.68"
"2,017",201,"112,750","736,150","1,542,899,729,287","43,426.64","43,426.43"
"2,017",202,"77,700","315,950","1,542,927,153,308","43,426.95","43,426.75"
"2,017",203,"11,550","31,850","1,542,930,448,367","43,426.99","43,426.78"
"2,017",205,"163,500","683,000","1,542,981,650,944","43,427.58","43,427.38"
"2,017",207,"21,050","62,400","1,542,991,001,802","43,427.69","43,427.48"
"2,017",212,"128,100","204,300","1,543,066,156,338","43,428.56","43,428.35"
"2,017",213,"69,900","155,350","1,543,074,419,841","43,428.66","43,428.45"
"2,017",217,"49,950","289,050","1,543,098,733,316","43,428.94","43,428.73"
"2,017",218,"41,850","105,450","1,543,158,345,332","43,429.63","43,429.42"
"2,017",219,"46,300","109,050","1,543,160,536,437","43,429.65","43,429.45"
"2,017",226,"65,700","201,900","1,543,233,776,294","43,430.50","43,430.29"
"2,017",228,"106,850","232,750","1,543,278,977,312","43,431.03","43,430.82"
"2,017",229,"53,850","161,950","1,543,310,736,898","43,431.39","43,431.18"
"2,017",230,"36,700","499,550","1,543,590,735,294","43,434.63","43,434.43"
"2,017",232,"10,950","114,650","1,543,619,988,583","43,434.97","43,434.76"
"2,017",233,"12,700","61,650","1,543,621,430,165","43,434.99","43,434.78"
"2,017",234,"103,500","313,200","1,543,656,590,301","43,435.40","43,435.19"
"2,017",236,"58,800","153,150","1,544,321,020,305","43,443.09","43,442.88"
"2,017",237,"54,050","137,400","1,544,442,596,288","43,444.49","43,444.29"
"2,017",238,"11,200","73,950","1,544,444,876,123","43,444.52","43,444.31"
"2,017",239,"167,850","284,550","1,544,457,261,580","43,444.66","43,444.45"
"2,017",240,"19,100","35,650","1,544,463,272,583","43,444.73","43,444.52"
"2,017",242,"26,900","31,900","1,544,477,202,486","43,444.89","43,444.69"
"2,017",244,"8,450","103,200","1,544,488,573,942","43,445.03","43,444.82"
"2,017",245,"60,200","182,650","1,544,537,622,478","43,445.59","43,445.39"
"2,017",246,"78,500","211,600","1,544,555,792,297","43,445.80","43,445.60"
"2,017",250,"73,100","314,700","1,544,621,778,291","43,446.57","43,446.36"
"2,017",251,"5,800","844,850","1,544,625,213,818","43,446.61","43,446.40"
"2,017",253,"49,900","138,650","1,544,635,765,551","43,446.73","43,446.52"
"2,017",254,"28,400","335,950","1,544,639,532,147","43,446.77","43,446.56"
"2,017",255,"6,300","678,800","1,544,643,227,875","43,446.82","43,446.61"
"2,017",256,"53,650","62,550","1,544,710,766,318","43,447.60","43,447.39"
"2,017",260,"17,000","146,350","1,544,715,951,330","43,447.66","43,447.45"
"2,017",262,"47,550","585,850","1,544,730,299,386","43,447.82","43,447.62"
"2,017",263,"25,100","409,550","1,544,736,814,819","43,447.90","43,447.69"
"2,017",277,"58,750","147,700","1,544,995,231,464","43,450.89","43,450.68"
"2,017",279,"19,500","118,500","1,545,000,832,375","43,450.95","43,450.75"
"2,017",281,"23,150","117,150","1,545,041,489,451","43,451.43","43,451.22"
"2,017",282,"30,100","120,750","1,545,909,508,037","43,461.47","43,461.26"
"2,017",283,"70,600","325,000","1,545,947,828,494","43,461.92","43,461.71"
"2,017",287,"49,250","452,150","1,546,096,002,289","43,463.63","43,463.42"
"2,017",288,"1,650","209,400","1,546,100,755,586","43,463.69","43,463.48"
"2,017",289,"63,250","408,400","1,546,124,096,630","43,463.96","43,463.75"
"2,017",291,"4,100","272,600","1,546,129,222,108","43,464.01","43,463.81"
"2,017",292,"109,500","661,700","1,546,183,655,613","43,464.64","43,464.44"
"2,017",294,"33,300","101,850","1,546,193,549,620","43,464.76","43,464.55"
"2,017",295,"210,250","221,350","1,546,198,544,521","43,464.82","43,464.61"
"2,017",297,"33,200","677,550","1,546,205,269,366","43,464.89","43,464.69"
"2,017",300,"54,250","123,500","1,546,432,663,416","43,467.53","43,467.32"
"2,017",301,"56,150","157,900","1,546,642,168,665","43,469.95","43,469.74"
"2,017",308,"16,900","785,100","1,546,715,219,850","43,470.80","43,470.59"
"2,017",310,"26,450","71,500","1,546,735,699,272","43,471.03","43,470.83"
"2,017",318,"96,900","180,650","1,546,863,648,507","43,472.51","43,472.31"
"2,017",322,"35,400","138,450","1,546,901,502,365","43,472.95","43,472.74"
"2,017",324,"61,400","189,850","1,546,949,798,298","43,473.51","43,473.30"
"2,017",343,"25,400","224,850","1,546,990,507,135","43,473.98","43,473.77"
"2,107",9,"27,100","77,450","1,536,877,007,973","43,356.93","43,356.76"
"2,107",14,"59,350","174,100","1,536,953,358,475","43,357.81","43,357.65"
"2,107",16,"121,400","190,150","1,536,964,986,793","43,357.95","43,357.78"
"2,107",17,"70,200","240,100","1,536,973,191,989","43,358.04","43,357.88"
"2,107",18,"48,400","80,200","1,537,014,401,443","43,358.52","43,358.35"
"2,107",20,"21,000","46,550","1,537,018,221,417","43,358.56","43,358.40"
"2,107",21,"71,550","189,450","1,537,021,988,207","43,358.61","43,358.44"
"2,107",25,"50,150","200,900","1,537,064,850,982","43,359.10","43,358.94"
"2,107",26,"45,950","127,500","1,537,101,171,990","43,359.52","43,359.36"
"2,107",27,"64,000","95,950","1,537,130,547,183","43,359.86","43,359.70"
"2,107",31,"46,400","135,900","1,537,144,406,608","43,360.02","43,359.86"
"2,107",34,"51,300","203,650","1,537,211,852,799","43,360.80","43,360.64"
"2,107",35,"87,050","265,250","1,537,218,191,251","43,360.88","43,360.71"
"2,107",45,"62,950","245,250","1,537,385,627,700","43,362.82","43,362.65"
"2,107",46,"149,350","164,600","1,537,394,318,230","43,362.92","43,362.75"
"2,107",48,"54,700","338,950","1,537,410,000,978","43,363.10","43,362.93"
"2,107",51,"56,550","268,750","1,537,471,169,216","43,363.81","43,363.64"
"2,107",54,"99,900","107,800","1,537,484,570,135","43,363.96","43,363.79"
"2,107",55,"54,650","84,950","1,537,496,673,187","43,364.10","43,363.93"
"2,107",56,"11,200","48,500","1,537,497,872,186","43,364.11","43,363.95"
"2,107",57,"320,050","455,250","1,537,529,688,204","43,364.48","43,364.32"
"2,107",58,"43,850","175,800","1,537,535,690,776","43,364.55","43,364.39"
"2,107",60,"65,400","132,750","1,537,558,389,529","43,364.82","43,364.65"
"2,107",61,"53,000","63,150","1,537,560,676,861","43,364.84","43,364.68"
"2,107",64,"75,400","107,400","1,537,635,789,194","43,365.71","43,365.54"
"2,107",65,"24,800","41,650","1,537,639,123,117","43,365.75","43,365.58"
"2,107",66,"20,350","33,100","1,537,641,564,060","43,365.78","43,365.61"
